0 7 550 10 715
1 0 0 0 0
2 0 0 0 0
3 0 0 0 0
4 36 6339 35 22396
5 120 14643 131 122572
6 38 3723 42 29153
7 37 1572 38 68951
8 6 2556 6 314
9 9 7045 12 790
10 0 0 0 0
11 0 0 0 0
12 0 0 0 0
13 26 1788 26 33987
14 0 0 0 0
15 1 32 1 32
16 0 0 0 0
17 1 32 1 32
18 0 0 0 0
19 927 55309 1084 3711655
20 0 0 0 0
21 1 32 1 32
22 0 0 0 0
23 84 8091 94 88674
24 113 12355 115 280723
25 54 4266 60 245169
26 15 1035 19 35960
27 0 0 0 0
28 7 844 7 658
29 2 76 3 120
30 0 0 0 0
31 0 0 0 0
32 1 32 1 32
33 0 0 0 0
34 0 0 0 0
35 45 2149 36 167873
36 0 0 0 0
37 0 0 0 0
38 2 107 2 104
39 2 76 3 120
40 0 0 0 0
41 0 0 0 0
42 2 76 3 120
43 0 0 0 0
44 9 336 10 476
45 20 1457 19 166952
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 2 64 2 64
51 0 0 0 0
52 5 136 5 136
53 0 0 0 0
54 0 0 0 0
55 36 2540 35 202297
56 0 0 0 0
57 0 0 0 0
58 0 0 0 0
59 0 0 0 0
60 1 32 1 32
61 0 0 0 0
62 138 18406 144 472238
63 2 576 2 64
64 28 959 28 37426
65 103 16519 88 30252
66 30 7344 31 9666
67 73 7390 99 45759
68 33 2303 37 35400
69 31 12961 40 20482
70 66 11826 95 21452
71 28 2387 39 33871
72 28 1694 29 32542
73 4 2439 4 210
74 30 10948 39 20372
75 51 9803 72 14056
76 28 4403 43 19373
77 97 12109 104 70343
78 5 429 9 923
79 10 9340 6 277
80 6 518 6 588
81 0 0 0 0
82 0 0 0 0
83 0 0 0 0
84 0 0 0 0
85 1 32 1 20
86 0 0 0 0
87 1 32 1 20
88 0 0 0 0
89 0 0 0 0
90 0 0 0 0
91 0 0 0 0
92 0 0 0 0
93 0 0 0 0
94 0 0 0 0
95 0 0 0 0
96 92 12382 101 260396
97 28 2311 37 76398
98 139 40508 117 227027
99 0 0 0 0
100 61 12322 66 72383
101 198 17946 225 743355
102 25 1510 26 54457
103 0 0 1 32
104 0 0 0 0
105 3 139 3 136
106 0 0 0 0
107 1 32 1 32
108 0 0 0 0
109 2 64 2 64
110 20 2213 21 167133
111 0 0 0 0
112 11 352 11 352
113 0 0 0 0
114 0 0 0 0
