460 0 0 0 0
461 2 80 2 80
462 0 0 0 0
463 0 0 0 0
464 0 0 0 0
465 1 40 1 40
466 2 113 2 293
467 3 152 3 148
468 0 0 0 0
469 0 0 0 0
470 0 0 0 0
471 1 40 1 40
472 0 0 0 0
473 0 0 0 0
474 0 0 0 0
475 0 0 0 0
476 0 0 0 0
477 2 112 2 108
478 1 40 1 40
479 0 0 0 0
480 0 0 0 0
481 0 0 0 0
482 5 200 5 200
483 0 0 0 0
484 0 0 0 0
485 0 0 0 0
486 2 113 2 357
487 1 72 1 40
488 1 40 1 68
489 0 0 0 0
490 1 40 1 40
491 0 0 0 0
492 2 113 2 307
493 0 0 0 0
494 1 40 1 40
495 0 0 0 0
496 2 80 2 80
497 0 0 0 0
498 3 152 3 148
499 0 0 0 0
500 0 0 0 0
501 0 0 0 0
502 2 80 2 80
503 0 0 0 0
504 4 715 4 326
505 0 0 0 0
506 2 80 2 80
507 0 0 0 0
508 1 72 1 40
509 1 40 1 68
510 1 40 1 40
511 0 0 0 0
512 1 40 1 40
513 4 1347 4 232
514 0 0 0 0
515 1 40 1 828
516 1 40 1 40
517 0 0 0 0
518 0 0 0 0
519 2 112 2 108
520 0 0 0 0
521 0 0 0 0
522 0 0 0 0
523 1 40 1 40
524 0 0 0 0
525 0 0 0 0
526 0 0 0 0
527 5 200 5 200
528 0 0 0 0
529 2 112 2 108
530 9 360 10 520
531 0 0 0 0
532 0 0 0 0
533 0 0 0 0
534 0 0 0 0
535 8 320 10 554
536 0 0 0 0
537 0 0 0 0
538 0 0 0 0
539 202 13882 627 837063
540 0 0 0 0
541 2 80 2 80
542 0 0 0 0
543 1 40 1 40
544 0 0 0 0
545 0 0 0 0
546 47 3785 52 3334
547 6 1009 6 311
548 0 0 0 0
549 1 40 1 40
550 4 1057 4 229
551 0 0 0 0
552 14 1445 18 1396
553 22 3922 23 1126
554 0 0 0 0
555 1 40 1 40
556 0 0 0 0
557 1 40 1 40
558 0 0 0 0
559 0 0 0 0
560 0 0 0 0
561 2 80 2 110
562 2 112 2 108
563 0 0 0 0
564 4 715 4 206
565 1 40 1 160
566 2 80 2 104
567 0 0 0 0
568 1 40 1 40
569 4 160 5 277
570 0 0 0 0
571 1 40 1 69
572 2 112 2 108
573 0 0 0 0
574 0 0 0 0
575 0 0 0 0
576 0 0 0 0
577 11 2959 12 4992
578 20 3810 25 12016
579 18 2917 17 5210
580 3 120 3 349
581 7 1914 7 844
582 3 1556 3 327
583 13 2334 13 4542
584 5 284 7 5620
585 4 407 4 283
586 40 6667 40 1989
587 11 1966 11 2598
588 4 373 4 210
589 1 40 1 216
590 3 333 3 296
591 4 1794 4 209
592 5 460 5 320
593 4 1580 4 386
594 16 4043 19 5477
595 0 0 0 0
596 4 839 4 239
597 6 240 6 627
598 2 80 2 161
599 2 80 2 138
600 2 80 2 136
601 1 40 1 154
602 3 120 3 221
603 4 193 4 408
604 0 0 0 0
605 3 152 4 238
606 10 2614 12 4968
607 3 120 3 462
608 4 193 5 440
609 3 120 2 206
610 1 40 1 245
611 3 153 3 173
612 2 80 2 166
613 4 160 4 295
614 1 40 1 140
615 1 40 1 95
616 7 345 7 658
617 6 240 6 481
618 4 194 4 422
619 1 40 1 70
620 6 240 6 535
621 0 0 0 0
622 0 0 0 0
623 3 943 3 170
624 7 998 7 1041
625 4 160 4 360
626 0 0 0 0
627 4 192 4 292
628 2 80 2 196
629 16 1623 10 4300
630 5 200 5 404
631 3 120 3 172
632 1 40 1 40
633 2 80 2 178
634 2 80 2 383
635 6 273 6 475
636 2 80 2 181
637 2 80 2 180
638 5 805 5 347
639 2 338 2 80
640 8 3362 8 725
641 6 1187 6 514
642 5 200 6 2874
643 4 814 4 386
644 7 6350 7 376
645 4 726 4 402
646 16 14306 16 1048
647 9 1048 9 5272
648 7 901 9 701
649 12 6764 12 609
650 2 80 2 262
651 0 0 0 0
652 0 0 0 0
653 2 654 2 80
654 8 1038 8 1123
655 0 0 0 0
656 0 0 0 0
657 4 193 4 520
658 4 611 4 207
659 5 232 7 518
660 0 0 0 0
661 0 0 0 0
662 0 0 0 0
663 0 0 0 0
664 2 80 2 195
665 2 80 2 196
666 1 40 1 738
667 1 40 1 89
668 1 40 1 103
669 3 120 5 327
670 5 232 5 258
671 0 0 0 0
672 0 0 0 0
673 0 0 0 0
674 1 40 1 40
675 17 3424 19 6310
676 5 200 5 399
677 0 0 0 0
678 1 40 1 40
679 0 0 0 0
680 5 265 5 482
681 4 160 4 361
682 1 40 1 140
683 2 589 2 80
684 7 998 7 1056
685 1 40 1 90
686 0 0 0 0
687 0 0 0 0
688 0 0 0 0
689 0 0 0 0
690 0 0 0 0
691 2 112 2 108
692 0 0 0 0
693 0 0 0 0
694 0 0 0 0
695 6 815 6 439
696 1 40 1 201
697 0 0 0 0
698 1 40 1 89
699 0 0 0 0
700 1 40 1 91
701 3 750 3 166
702 7 1410 8 4220
